movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Saving Grace,4/8/2000,"Comedy,Crime",93,Nigel Cole,"director,actor,assistant_director",1959,alive,6.9,18759,4.863336011,4000000,12178602,27786849
The Great Escape,8/8/1963,"Adventure,Drama,History",172,John Sturges,"director,producer,editor",1910,1992,8.2,247090,7.359849827,4000000,11744471,11972799
The Lighthouse,18-10-2019,"Drama,Fantasy,Mystery",109,Robert Eggers,"production_designer,director,writer",1983,alive,7.4,222585,6.572089433,4000000,10867104,18262307
Scoop,28-07-2006,"Comedy,Crime,Fantasy",96,Woody Allen,"writer,director,actor",1935,alive,6.6,85384,5.382067886,4000000,10525717,40103262
The Wash,14-11-2001,Comedy,96,DJ Pooh,"writer,miscellaneous,actor",\N,alive,4.7,7344,2.946384192,4000000,10097096,10097096
3 Strikes,1/3/2000,Comedy,82,DJ Pooh,"writer,miscellaneous,actor",\N,alive,4.6,3540,2.633907388,4000000,9821335,9821335
The Visitor,11/4/2008,Drama,105,J.-P. Valkeapää,"director,writer,art_department",1977,alive,6.3,610,2.840957586,4000000,9427026,19174817
Traffik,20-04-2018,"Action,Thriller",96,Deon Taylor,"director,producer,writer",\N,alive,5.9,20711,4.182370519,4000000,9186156,9561231
The Cooler,26-11-2003,"Drama,Romance",101,Wayne Kramer,"writer,director,art_department",1965,alive,6.9,34588,5.173944235,4000000,8291572,11131455
The Misfits,1/2/1961,"Drama,Romance,Western",125,John Huston,"actor,director,writer",1906,1987,7.2,21473,5.152097085,4000000,8200000,8200000
The Night Listener,4/8/2006,"Crime,Drama,Horror",91,Patrick Stettner,"director,writer,editor",\N,alive,5.9,15602,4.059406775,4000000,7836393,10770993
The Jerky Boys,3/2/1995,"Comedy,Crime",82,James Melkonian,"writer,editorial_department,director",1961,alive,4.7,2692,2.599336607,4000000,7555256,7555256
The Rules of Attraction,11/10/2002,"Comedy,Drama,Romance",110,Roger Avary,"producer,writer,director",1965,alive,6.6,52076,5.141962917,4000000,6525762,11799060
Topaz,19-12-1969,"Drama,Thriller",143,Alfred Hitchcock,"director,producer,writer",1899,1980,6.2,18642,4.353726136,4000000,6000000,6000000
Let's Go to Prison,17-11-2006,"Comedy,Crime",84,Bob Odenkirk,"writer,actor,producer",1962,alive,5.9,25807,4.277862666,4000000,4630045,4630045
Four Rooms,25-12-1995,Comedy,98,-,-,-,-,6.7,106590,5.574964052,4000000,4301000,4301000
Secretary,20-09-2002,"Comedy,Drama,Romance",107,Steven Shainberg,"producer,director,writer",1963,alive,6.9,93266,5.677525081,4000000,4046737,9412015
The Real Cancun,25-04-2003,Documentary,96,Rick de Oliveira,"producer,director",1968,alive,2.9,3904,1.632670823,4000000,3816594,4188034
Talk Radio,1/12/1988,"Drama,Thriller",110,Oliver Stone,"director,producer,writer",1946,alive,7.2,13953,4.923724918,4000000,3468572,3468572
Love Stinks,10/9/1999,Comedy,94,Jeff Franklin,"producer,writer,music_department",1955,alive,5.7,5359,3.469174492,4000000,2793776,2793776
You Kill Me,22-06-2007,"Comedy,Crime,Romance",93,John Dahl,"director,art_department,writer",1956,alive,6.4,18652,4.498673982,4000000,2426851,3858964
The Art of Getting By,17-06-2011,"Drama,Romance",83,Gavin Wiesen,"director,writer,producer",\N,alive,6.5,59584,5.126467475,4000000,1430241,1989035
Thumbsucker,16-09-2005,"Comedy,Drama",96,Mike Mills,"director,writer,producer",1966,alive,6.5,21558,4.64027141,4000000,1328679,1919197
Red State,23-09-2011,"Action,Crime,Horror",88,Kevin Smith,"producer,actor,writer",1970,alive,6.1,65289,4.843917443,4000000,1065429,1983596
The Barbarians,1/3/1987,"Action,Adventure,Fantasy",87,Ruggero Deodato,"director,assistant_director,writer",1939,2022,4.9,4411,2.893586324,4000000,800000,800000
Holy Motors,11/7/2012,"Drama,Fantasy",115,Leos Carax,"director,writer,actor",1960,alive,7,47044,5.409249311,4000000,641054,4230426
The Signal,13-06-2014,"Drama,Mystery,Sci-Fi",97,William Eubank,"cinematographer,director,writer",\N,alive,6,66756,4.772157133,4000000,600896,2665322
The Loss of Sexual Innocence,28-05-1999,Drama,106,Mike Figgis,"director,writer,composer",1948,alive,5.4,3304,3.08749375,4000000,399793,399793
The Face of Love,25-10-2013,"Drama,Mystery,Romance",92,Arie Posin,"director,writer,editor",\N,alive,6.2,5686,3.812070497,4000000,385069,1158877
Psycho Beach Party,4/8/2000,"Comedy,Horror,Mystery",95,Robert Lee King,"director,writer,producer",\N,alive,6.1,6248,3.790761354,4000000,267972,267972
Desert Dancer,3/7/2014,"Biography,Drama,Music",104,Richard Raymond,"producer,director,writer",\N,alive,6.2,1964,3.327155602,4000000,155271,596335
Sweet Country,13-10-2017,"Adventure,Crime,Drama",113,Warwick Thornton,"cinematographer,director,writer",1970,alive,6.9,8786,4.478262549,4000000,85556,2291545
An Everlasting Piece,22-12-2000,Comedy,103,Barry Levinson,"producer,writer,director",1942,alive,6.2,1701,3.261574089,4000000,75078,75078
Sonny,27-12-2002,"Crime,Drama",110,Nicolas Cage,"actor,producer,soundtrack",1964,alive,5.6,4380,3.322882639,4000000,17639,17639
The Last Time I Committed Suicide,20-06-1997,"Biography,Drama,Romance",92,Stephen Kay,"director,producer,actor",1963,alive,5.5,2337,3.006989866,4000000,12836,12836
13 Sins,18-04-2014,"Horror,Thriller",93,Daniel Stamm,"director,writer",1976,alive,6.3,37211,4.746455094,4000000,9134,47552
Another Happy Day,18-11-2011,"Comedy,Drama",119,Sam Levinson,"producer,writer,director",1985,alive,6,4377,3.569345281,4000000,9120,978527
Gone with the Wind,15-12-1939,"Drama,Romance,War",238,-,-,-,-,8.2,318573,7.513151771,3900000,198680470,390525192
A Man for All Seasons,12/12/1966,"Biography,Drama,History",120,Fred Zinnemann,"director,assistant_director,producer",1907,1997,7.7,35216,5.799300288,3900000,28350000,28350000
Ben-Hur: A Tale of the Christ,30-12-1925,"Adventure,Drama,Romance",143,-,-,-,-,7.8,7716,5.005052037,3900000,9000000,9000000
Network,1/1/1976,Drama,121,Sidney Lumet,"director,producer,writer",1924,2011,8.1,161386,7.014637294,3800000,23689877,23689877
Major Dundee,7/4/1965,"Adventure,War,Western",123,Sam Peckinpah,"writer,director,producer",1925,1984,6.7,8277,4.315217778,3800000,14873,14873
Annie Get Your Gun,17-05-1950,"Comedy,Musical,Romance",107,-,-,-,-,6.9,4994,4.191469451,3768785,8000000,8000000
Four Lions,5/11/2010,"Comedy,Crime,Drama",97,Christopher Morris,"actor,writer,composer",1965,alive,7.3,79083,5.925700743,3750000,310007,8607693
Slow West,15-05-2015,"Action,Adventure,Drama",84,John Maclean,"soundtrack,director,writer",\N,alive,6.9,46252,5.321471542,3750000,229094,2089072
The Ballad of Cable Hogue,13-05-1970,"Comedy,Drama,Romance",121,Sam Peckinpah,"writer,director,producer",1925,1984,7.2,9941,4.74412856,3716946,3500000,5000000
The Pirate,20-05-1948,"Adventure,Comedy,Musical",102,Vincente Minnelli,"director,miscellaneous,music_department",1903,1986,6.9,5220,4.213938951,3700000,2956000,2956000
The History Boys,21-11-2006,"Comedy,Drama,Romance",109,Nicholas Hytner,"miscellaneous,director,producer",1956,alive,6.8,21098,4.849731128,3700000,2730296,13447998
Unknown,3/11/2006,"Crime,Drama,Mystery",85,Simon Brand,"director,actor,producer",\N,alive,6.4,30700,4.733318165,3700000,26403,3355048
Midnight Cowboy,25-05-1969,Drama,113,John Schlesinger,"director,actor,assistant_director",1926,2003,7.8,112950,6.545160066,3600000,44785053,44796329
Crown Vic,8/11/2019,"Action,Adventure,Crime",110,Joel Souza,"writer,director,producer",1973,alive,6.4,7609,4.076472234,3600000,3868,3868
Airplane!,4/7/1980,Comedy,88,-,-,-,-,7.7,243912,6.895706364,3500000,83453539,83453539
M*A*S*H,1/1/1970,"Comedy,Drama,War",116,Robert Altman,"director,producer,writer",1925,2006,7.4,74169,5.973752862,3500000,81600000,81600000
The Full Monty,13-08-1997,"Comedy,Drama",91,Peter Cattaneo,"director,writer,producer",1964,alive,7.2,108276,6.009157779,3500000,45950122,261249383
Truth or Dare,12/4/2018,"Horror,Thriller",100,Jeff Wadlow,"producer,writer,director",1976,alive,5.2,57925,4.064004609,3500000,41411015,95292744
Truth or Dare,12/4/2018,"Comedy,Drama,Romance",92,-,-,-,-,4,6,0.395486632,3500000,41411015,95292744
Menace II Society,26-05-1993,"Crime,Drama,Thriller",97,-,-,-,-,7.5,60419,5.943115477,3500000,27731527,27731527
Friday,26-04-1995,"Comedy,Drama",91,F. Gary Gray,"director,actor,producer",1969,alive,7.2,116283,6.046951256,3500000,27467564,27936778
Winchester,2/2/2018,"Drama,Fantasy,Horror",99,-,-,-,-,5.4,34937,4.024504101,3500000,25091816,45960255
Call Me by Your Name,27-10-2017,"Drama,Romance",132,Luca Guadagnino,"director,producer,writer",1971,alive,7.8,279582,7.065301647,3500000,18065180,41649462
Empire,6/12/2002,"Crime,Drama,Thriller",90,Franc. Reyes,"writer,director,producer",\N,alive,5.9,7682,3.751843506,3500000,17504595,18495444
Dark Skies,21-02-2013,"Horror,Sci-Fi,Thriller",97,Scott Stewart,"producer,writer,visual_effects",\N,alive,6.3,76970,5.08334894,3500000,17418667,27704111
Forever My Girl,19-01-2018,"Comedy,Drama,Music",108,Bethany Ashton Wolf,"writer,actress,director",\N,alive,6.6,18399,4.636745386,3500000,16376066,16376066
Creepshow 2,1/5/1987,"Fantasy,Horror",92,Michael Gornick,"producer,director,actor",\N,alive,6,26546,4.365066809,3500000,14000000,14000000
In Cold Blood,14-12-1967,"Biography,Crime,Drama",134,Richard Brooks,"writer,director,producer",1912,1992,7.9,27232,5.803913429,3500000,13000000,13007551
The Nun's Story,18-07-1959,Drama,149,Fred Zinnemann,"director,assistant_director,producer",1907,1997,7.5,10967,5.001494284,3500000,12800000,12800000
Frenzy,21-06-1972,Thriller,116,Alfred Hitchcock,"director,producer,writer",1899,1980,7.4,46729,5.722224492,3500000,12600000,12600000
Harper,23-02-1966,"Crime,Drama,Mystery",121,Jack Smight,"director,producer,actor",1925,2003,6.8,9830,4.467624205,3500000,12000000,12000000
She's the One,23-08-1996,"Comedy,Drama,Romance",96,Edward Burns,"actor,writer,producer",1968,alive,6,17913,4.191421175,3500000,9482579,13795053
Terror Train,1/1/1980,"Horror,Mystery,Thriller",97,Roger Spottiswoode,"director,producer,editor",1945,alive,5.8,12806,3.904094882,3500000,8000000,8000000
Gods and Monsters,6/11/1998,"Biography,Drama",105,Bill Condon,"director,writer,producer",1955,alive,7.3,31497,5.431245106,3500000,6451628,6451628
Evil Dead II,13-03-1987,"Comedy,Horror",84,Sam Raimi,"producer,writer,director",1959,alive,7.7,167860,6.68400767,3500000,5923044,5927557
Day of the Dead,30-06-1985,"Horror,Thriller",101,George A. Romero,"producer,writer,director",1940,2017,7.1,70648,5.700822402,3500000,5804262,34004262
Pootie Tang,29-06-2001,"Action,Adventure,Comedy",81,Louis C.K.,"writer,producer,actor",1967,alive,5.2,14584,3.536326588,3500000,3293258,3293258
Honey Boy,7/11/2019,Drama,94,Alma Har'el,"director,producer,cinematographer",1976,alive,7.2,38470,5.460979556,3500000,3012615,3415721
The House Next Door: Meet the Blacks 2,11/6/2021,"Action,Comedy,Horror",97,Deon Taylor,"director,producer,writer",\N,alive,3.9,1847,2.026359763,3500000,2893660,2893660
Believe,2/12/2016,Drama,119,Billy Dickson,"cinematographer,director,writer",\N,alive,5.1,456,2.165532446,3500000,890303,890303
American Honey,30-09-2016,"Adventure,Drama,Romance",163,Andrea Arnold,"actress,director,writer",1961,alive,7,43940,5.374094551,3500000,663247,2611750
The Masked Saint,8/1/2016,"Action,Biography,Crime",105,Warren P. Sonoda,"director,editor,producer",\N,alive,4.7,721,2.143775599,3500000,182695,182695
High Anxiety,23-12-1977,"Comedy,Mystery,Thriller",94,Mel Brooks,"actor,writer,soundtrack",1926,alive,6.6,22676,4.738240111,3400000,31063038,31063038
Margin Call,5/10/2011,"Drama,Thriller",107,J.C. Chandor,"producer,director,writer",\N,alive,7.1,134922,6.038797553,3400000,5353586,20433227
Choke,26-09-2008,"Comedy,Drama",92,Clark Gregg,"actor,director,writer",1962,alive,6.4,32887,4.765721715,3400000,2926565,4124277
L'incomparable mademoiselle C.,23-04-2004,Comedy,103,Richard Ciupka,"cinematographer,director,camera_department",1950,alive,6,133,2.027018602,3400000,493905,493905
August,11/7/2008,Drama,88,Austin Chick,"director,writer,sound_department",1974,alive,5.3,4239,3.125049189,3400000,12636,12636
Whiplash,10/10/2014,"Drama,Music",106,Damien Chazelle,"writer,producer,director",1985,alive,8.5,874250,8.424184913,3300000,13092006,39123993
The Dead Girl,29-12-2006,"Crime,Drama,Mystery",85,Karen Moncrieff,"actress,director,writer",1963,alive,6.6,15617,4.557138657,3300000,19875,19875
A Christmas Story,18-11-1983,"Comedy,Family",93,Bob Clark,"director,writer,producer",1939,2007,7.9,160052,6.833356876,3250000,20640209,20640209
Class of 1984,20-08-1982,"Action,Crime,Drama",98,Mark L. Lester,"producer,director,writer",1946,alive,6.5,12313,4.372414362,3250000,6965361,6965361
Dreaming of Joseph Lees,29-10-1999,"Drama,Romance",92,Eric Styles,"director,producer,writer",1967,alive,6.3,881,3.011348065,3250000,7680,7680
Rosemary's Baby,12/6/1968,"Drama,Horror",137,Roman Polanski,"director,actor,writer",1933,alive,8,220276,7.109512598,3200000,33395426,33396740
Sorry to Bother You,6/7/2018,"Comedy,Drama,Fantasy",112,Boots Riley,"soundtrack,actor,director",1971,alive,6.9,81803,5.61094861,3200000,17493096,18285560
The Man Who Shot Liberty Valance,22-04-1962,"Drama,Western",123,John Ford,"director,producer,actor",1894,1973,8.1,77494,6.57744319,3200000,8000000,8000000
Maria Full of Grace,16-07-2004,"Crime,Drama",101,Joshua Marston,"director,producer,writer",1968,alive,7.4,35414,5.571269932,3200000,6529624,14441158
Adam,29-07-2009,"Comedy,Drama,Romance",99,Max Mayer,"director,producer,writer",\N,alive,7.1,34935,5.332949393,3200000,2283291,2834485
Trainspotting,16-05-1996,Drama,93,Danny Boyle,"director,producer,actor",1956,alive,8.1,692533,7.882684439,3100000,16501785,71548935
National Lampoon's Animal House,28-07-1978,Comedy,109,John Landis,"producer,director,actor",1950,alive,7.4,123101,6.249606189,3000000,141600000,141600000
Paranormal Activity 2,20-10-2010,"Horror,Mystery",91,Tod Williams,"director,writer,producer",1968,alive,5.7,105869,4.720357503,3000000,84752907,177512032
War Room,27-08-2015,Drama,120,Alex Kendrick,"actor,writer,producer",1970,alive,6.4,15264,4.404283012,3000000,67790117,73989734
The Purge,7/6/2013,"Horror,Sci-Fi,Thriller",85,James DeMonaco,"writer,producer,director",1969,alive,5.7,227306,5.04080203,3000000,64473115,91266581
Goldfinger,22-12-1964,"Action,Adventure,Thriller",110,Guy Hamilton,"director,assistant_director,writer",1922,2016,7.7,193156,6.763530025,3000000,51100000,124900000
Sinister,5/10/2012,"Horror,Mystery,Thriller",110,Scott Derrickson,"producer,director,writer",1966,alive,6.8,257976,6.102353082,3000000,48086903,87727807
The Original Kings of Comedy,18-08-2000,"Comedy,Documentary",115,Spike Lee,"director,producer,writer",1957,alive,6.8,5895,4.211798153,3000000,38168022,38236338
The Bridge on the River Kwai,18-12-1957,"Adventure,Drama,War",161,David Lean,"editor,director,writer",1908,1991,8.2,223187,7.298466874,3000000,33300000,33300000
Coming Home,1/1/1978,"Drama,Romance,War",127,Hal Ashby,"director,editorial_department,actor",1929,1988,7.3,13862,4.990426573,3000000,32653000,32653000
Serpico,5/12/1973,"Biography,Crime,Drama",130,Sidney Lumet,"director,producer,writer",1924,2011,7.7,125541,6.519432403,3000000,27274150,27274150
Waking Ned Devine,20-11-1998,Comedy,91,Kirk Jones,"director,writer,soundtrack",1964,alive,7.3,26999,5.348482313,3000000,24793251,55193251
Air Bud,1/8/1997,"Comedy,Drama,Family",98,Charles Martin Smith,"actor,director,writer",1953,alive,5.3,18357,3.696589594,3000000,24646936,27788649
Bowling for Columbine,11/10/2002,"Crime,Documentary,Drama",120,Michael Moore,"director,producer,writer",1954,alive,8,145581,6.865744366,3000000,21576018,58240487
Love and Death,10/6/1975,"Comedy,War",85,Woody Allen,"writer,director,actor",1935,alive,7.7,39170,5.859584912,3000000,20123742,20123742
Friday the 13th Part VI: Jason Lives,1/8/1986,"Horror,Thriller",86,Tom McLoughlin,"writer,director,producer",1950,alive,6,46778,4.615163543,3000000,19472057,19472523
The Apartment,15-06-1960,"Comedy,Drama,Romance",125,Billy Wilder,"writer,director,producer",1906,2002,8.3,184088,7.271466951,3000000,18600000,24599998
The Farewell,12/7/2019,"Comedy,Drama",100,Lulu Wang,"producer,director,writer",\N,alive,7.5,66018,5.992019266,3000000,17700478,25466013
Cat on a Hot Tin Roof,20-09-1958,Drama,108,Richard Brooks,"writer,director,producer",1912,1992,7.9,50511,6.16300458,3000000,17570324,17570324
Beneath the Planet of the Apes,26-05-1970,"Action,Adventure,Sci-Fi",95,Ted Post,"director,writer,actor",1918,2013,6,48013,4.626667216,3000000,17489009,17489009
Jason Goes to Hell: The Final Friday,13-08-1993,"Fantasy,Horror,Thriller",87,Adam Marcus,"writer,director,producer",1968,alive,4.1,33833,3.014219252,3000000,15935068,15935068
Spaced Invaders,27-04-1990,"Adventure,Comedy,Sci-Fi",100,Patrick Read Johnson,"writer,director,visual_effects",1962,alive,5.3,3781,3.080462975,3000000,15000000,15000000
The Case for Christ,7/4/2017,"Biography,Drama",112,Jon Gunn,"writer,director,producer",1973,alive,6.2,9427,4.042694551,3000000,14678714,17966760
Love & Friendship,13-05-2016,"Comedy,Drama,Romance",90,Whit Stillman,"director,writer,actor",1952,alive,6.4,25424,4.644524655,3000000,14016568,23934375
Family Plot,9/4/1976,"Comedy,Crime,Drama",120,Alfred Hitchcock,"director,producer,writer",1899,1980,6.8,23675,4.907387624,3000000,13200000,13200000
Torn Curtain,16-07-1966,"Drama,Romance,Thriller",128,Alfred Hitchcock,"director,producer,writer",1899,1980,6.6,27764,4.836540752,3000000,13000000,13000000
Upgrade,1/6/2018,"Action,Sci-Fi,Thriller",100,Leigh Whannell,"actor,writer,producer",1977,alive,7.5,188982,6.572374672,3000000,11977130,16976561
Krush Groove,25-10-1985,"Comedy,Drama,Music",97,Michael Schultz,"director,producer,music_department",1938,alive,6.4,3307,3.684091968,3000000,11052713,11052713
Impractical Jokers: The Movie,21-02-2020,Comedy,92,Chris Henchy,"producer,writer,actor",1964,alive,5.8,6742,3.63031961,3000000,10466091,10466091
Elmer Gantry,7/7/1960,Drama,146,Richard Brooks,"writer,director,producer",1912,1992,7.7,11985,5.188670841,3000000,10400000,10400064
Next Day Air,8/5/2009,"Action,Comedy,Crime",84,Benny Boom,"director,producer,writer",\N,alive,5.7,10818,3.763759906,3000000,10027047,10172519
Judgment at Nuremberg,19-12-1961,"Drama,War",179,Stanley Kramer,"producer,director,miscellaneous",1913,2001,8.3,78879,6.753922012,3000000,10000000,10000000
Belly,4/11/1998,"Crime,Drama",96,Hype Williams,"director,producer,editor",1970,alive,6.2,11605,4.13751228,3000000,9639390,9639390
Red River,26-08-1948,"Drama,Western",133,-,-,-,-,7.8,32013,5.82160308,3000000,9012000,9012000
The Deep End,8/8/2001,"Crime,Drama,Mystery",101,-,-,-,-,6.5,11758,4.35035718,3000000,8823109,9981635
Before Midnight,22-05-2013,"Drama,Romance",109,Richard Linklater,"producer,director,writer",1960,alive,7.9,161062,6.837013257,3000000,8110621,23241189
Teen Wolf Too,20-11-1987,"Comedy,Fantasy",95,Christopher Leitch,"director,writer,producer",\N,alive,3.4,11962,2.217002161,3000000,7888000,7888000
The Collector,31-07-2009,"Action,Horror,Thriller",90,Marcus Dunstan,"writer,director,producer",\N,alive,6.3,67170,5.020222183,3000000,7712114,10473836
Phantasm II,8/7/1988,"Action,Fantasy,Horror",97,Don Coscarelli,"writer,director,producer",1954,alive,6.4,15736,4.418623194,3000000,7282851,7282851
Let There Be Light,27-10-2017,Drama,100,Kevin Sorbo,"actor,producer,director",1958,alive,4.4,2931,2.452543162,3000000,7233471,7241309
Let There Be Light,27-10-2017,Documentary,80,-,-,-,-,6.6,204,2.450627018,3000000,7233471,7241309
Phat Girlz,7/4/2006,Comedy,99,Nnegest Likké,"writer,director,actress",\N,alive,3.3,9146,2.082747509,3000000,7061128,7301115
Woman Thou Art Loosed,1/10/2004,Drama,94,Michael Schultz,"director,producer,music_department",1938,alive,6.6,977,3.211247842,3000000,6879730,6879730
Real Women Have Curves,18-10-2002,"Comedy,Drama",90,Patricia Cardoso,"director,producer,writer",\N,alive,6.9,7750,4.414567098,3000000,5853194,7777790
Gallipoli,13-08-1981,"Adventure,Drama,History",110,Peter Weir,"director,writer,producer",1944,alive,7.4,40303,5.64167823,3000000,5732587,5732587
Water,28-04-2006,Documentary,87,-,-,-,-,5.8,233,2.194323095,3000000,5529144,11322573
